index,score
0,0.46081799268722534
1,0.4635414004325866
2,0.42987905144691463
3,0.35844746232032776
4,0.49102182984352105
5,0.3864439129829407
6,0.42571969628334044
7,0.8841773331165315
8,0.533815062046051
9,0.44073286056518557
10,0.4666478633880615
11,0.4443955600261688
12,0.3158948365598917
13,0.4716410994529724
14,0.41885282993316647
15,0.43202372789382937
16,0.4402974665164947
17,0.34871149957180025
18,0.4569376766681671
19,0.4115702927112579
20,0.3885814189910889
21,0.34260121732950205
22,0.3254232846200466
23,0.29679239876568314
24,0.3327499106526375
25,0.30127604920417067
26,0.3873427212238312
27,0.3460917994379997
28,0.32010714188218115
29,0.3228178516030311
30,0.35971659421920776
31,0.4380775630474091
32,0.3520795047283172
33,0.49070498943328855
34,0.39439478516578674
35,0.321678750962019
36,0.42272713780403137
37,0.46670004129409787
38,0.44162115454673767
39,0.35337976813316346
40,0.34410071074962617
41,0.4236531436443329
42,0.5156514465808868
43,0.49031690955162044
44,0.9745925068855286
45,0.4535733461380005
46,0.4605136513710022
47,0.3671086683869362
48,0.47583746910095215
49,0.37073123753070825
50,0.41863260269165037
51,0.3573524326086044
52,0.47707230448722837
53,0.4033345878124237
54,0.45314374566078186
55,0.40725592374801634
56,0.5136498034000396
57,0.33425243496894835
58,0.3812904506921768
59,0.49164454936981195
60,0.3373604267835617
61,0.32059404999017715
62,0.4515231192111969
63,0.30494800843298436
64,0.3388178274035454
65,0.30772374775260686
66,0.33633195608854294
67,0.35149641931056974
68,0.2900643702596426
69,0.463698935508728
70,0.3393567144870758
71,0.38448527455329895
72,0.3352108374238014
73,0.3611676961183548
74,0.4265888035297394
75,0.39250858426094054
76,0.4096828937530518
77,0.35792241543531417
78,0.3244101874530315
79,0.4521916329860687
80,0.3251303672790527
81,0.33638788014650345
82,0.40510371923446653
83,0.3185775116086006
84,0.3173898920416832
85,0.28096253648400304
86,0.3364291325211525
87,0.32817989587783813
88,0.7589700415730476
89,0.5094896614551544
90,0.39223484694957733
91,0.4718845546245575
92,0.31967249885201454
93,0.37635160982608795
94,0.41576555371284485
95,0.46651167869567867
96,0.3847522616386413
97,0.42607153952121735
98,0.31131733171641823
99,0.5272520899772644
